_no,category,name,address,phone,note,sido,sigungu,source
787,음식점,도깨비숯불구이,서구 화운로193번길 30-4(화정동),062-376-0220,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
788,음식점,사계절,서구 화운로156번길 22,062-364-0301,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
789,음식점,양푼이매운갈비,서구 상무대로1081번길 4(화정동),062-364-9982,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
790,마트,우리동네식육식당,서구 군분2로12,062-456-4627,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
791,음식점,임마중추어탕 화정점,서구 화운로 155번길 7(화정동),062-366-5533,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
792,음식점,주식,"서구 군분2로56번길 1-1, 1층 (화정동)",,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
793,소매업(생활용품),"1001안경 화정,농성점",서구 상무대로 1068(화정동),062-369-1009,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
794,소매업(화훼),도원꽃농원,서구 상무대로 1067(화정동),062-362-2260,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
795,소매업(문구류),모닝글로리광주광역시점,서구 내방로343번길 19 금호하이빌(화정동),,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
796,소매업(화훼),샤론꽃농원,"서구 상무대로 1073, 1층(화정동)",062-366-1818,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
797,소매업(문구류),코리아문구,"서구 상무대로 1051, 지하층(화정동)",062-362-3474,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
798,기타(스튜디오),(주)루미에르스튜디오,서구 화운로 193(화정동),062-383-4779,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
799,기타(정비소),거라지21,서구 군분2로 31-3 (화정동),062-383-2021,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
800,마트,와이마트쌍촌역점,"서구 상무대로 981, 1층(쌍촌동)",062-383-4851,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
801,기타(복지용구),토마토의료기,서구 내방로398번길 5(농성동),062-447-4748,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
802,기타(헤어샵),김향숙뷰티타운,"광주광역시광역시 서구 내방로358번길 5-2, 무등파크상가 303호 (화정동)",062-364-0026,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
803,기타,(주)대륙유통(금호월드가전),서구 군분2로54(금호월드 137호),062-350-8259,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
804,소매업(식료품),해남상회,서구 상무대로1083번길,062-362-0950,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
805,음식점(카페),마리앤마르코,서구 내방로338번길 5-16,,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
806,음식점,만나당,서구 화운로156번길 4(화정동),,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
807,소매업(이미용),인우코스메틱,서구 화운로175번길 8(화정동),062-383-2124,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
808,음식점,원조나주곰탕30년,서구 내방로346-1,062-413-3005,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
809,음식점,한우마을,서구 내방동 575번지,062-384-8118,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
810,음식점,으뜸원한우식육식당,서구 내방로280,0507-1347-9298,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
811,의료기관,메디팜인제약국,광주광역시광역시 서구 화운로193번길28,,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
812,음식점,삼사오,서구 월드컵4강로198번길 19-4,,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
813,소매업(청과),현대청과,서구 화운로175번길 20,,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
814,음식점,고향골,서구 화운로 170-1 (화정동),,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
815,마트,(주)서건리테일,"서구 화운로156번길 29,1층",062-433-4082,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
816,기타(가구점),(주)비젼가구상무점(템퍼상무점),서구 상무대로 1033,,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
817,마트,파머스식자재마켓,서구 화운로177,,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
818,음식점,고기서맛나,서구 화운로156번길 25-5(화정동),010-5308-7175,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
819,음식점,라니의몽,서구 상무대로1081번길 12-2(화정동),062-365-0070,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
820,음식점,영심이왕뚜껑생삼겹,서구 군분2로 11,062-365-5809,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
821,음식점,진안흙돼지,서구 군분2로5번길 5-1(화정동),062-368-3392,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
822,음식점,황토골,서구 화운로156번길 18(화정동),062-362-1919,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
823,소매업(낚시용품),문화낚시,서구 상무대로 1027 (화정동),062-372-7584,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
824,기타(공업사),삼삼카,서구 월드컵4강로226번길 20-1(내방동),062-376-4009,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
825,기타(인테리어),우성인테리어,서구 화운로 173(화정동),,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
826,소매업(문구류),MGMG,서구 내방로343번길 19,,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
827,음식점,국수하우스,서구 상무대로1087,010-3264-8819,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
828,중소기업,(주)건국산업개발,광주광역시광역시 서구 천변좌하로 540 (쌍촌동),062-383-2229,,광주광역시,서구,서구청_착한가게
829,중소기업,(주)바오개발,서구 화운로156번길13-8,,,광주광역시,서구,서구청_착한가게
830,중소기업,(주)상상오,"광주광역시 동구 충장로22번길 2, 4층(충장로)",062-383-6526,,광주광역시,서구,서구청_착한가게
831,기타,(주)이룩하다,"서구 화운로175번길 20, 3층(화정동)",062-385-5851,,광주광역시,서구,서구청_착한가게
832,소매업(가구류),가구마을,"서구 천변좌로 224-1, 가5동(양동 복개상가)",062-363-5577,,광주광역시,서구,서구청_착한가게
833,기타(금융기관),광주광역시원광신용협동조합,서구 상무대로 1077(화정동),062-365-4474,,광주광역시,서구,서구청_착한가게
834,음식점,굿족발보쌈,서구 상무대로 1081번길12-2,062-367-6615,,광주광역시,서구,서구청_착한가게
835,기타,궁전노래연습장,서구 상무대로 1081번길 12-2 2층,,,광주광역시,서구,서구청_착한가게
836,음식점,신남구치즈(구 남동분유),"광주광역시 남구 군분로82번길 6(월산동) , 제이지파크 1층",,,광주광역시,서구,서구청_착한가게
837,기타(헤어샵),김연숙헤어,서구 화운로156번길 7(화정동),,,광주광역시,서구,서구청_착한가게
838,음식점(카페),꽃담은 플라워카페,서구 화운로 165-2,,,광주광역시,서구,서구청_착한가게
839,기타(종교단체),대한불교조계종자성사,서구 화운로 155번길 6-1(화정동),062-381-0878,,광주광역시,서구,서구청_착한가게
840,기타,메종드노블,서구 월드컵4강로198번길 31,,,광주광역시,서구,서구청_착한가게
841,기타(교육기관),화정푸르넷공부방,서구 내방로338번길 14(화정동),062-373-0911,,광주광역시,서구,서구청_착한가게
842,소매업(철물),삼성전기철물,서구 군분2로5번길 7(화정동),062-363-1507,,광주광역시,서구,서구청_착한가게
843,소매업(화훼),샤론꽃농원,"서구 상무대로 1073, 1층(화정동)",062-366-1818,,광주광역시,서구,서구청_착한가게
844,음식점,송가호프,서구 상무대로1005번길 41-1,062-374-5200,,광주광역시,서구,서구청_착한가게
845,기타(종교단체),에덴교회,서구 월드컵4강로 226번길 8(내방동),062-381-9183,,광주광역시,서구,서구청_착한가게
846,기타,오렌지노래방,서구 상무대로1083(2층),010-7326-0098,,광주광역시,서구,서구청_착한가게
847,마트,우리슈퍼,서구 죽봉대로 29(화정동),062-363-7457,,광주광역시,서구,서구청_착한가게
848,음식점,월드밥,서구 군분2로 54 금호월드(화정동),0507-1429-8111,,광주광역시,서구,서구청_착한가게
849,소매업(청과),하랑청과,서구 화운로156번길29,,,광주광역시,서구,서구청_착한가게
850,기타(금융기관),화정새마을금고,서구 상무대로 1089(화정동),062-363-3352,,광주광역시,서구,서구청_착한가게
851,소매업(헤어샵),H-style헤어살롱,서구 화개1로79번길 3 신화빌딩(금호동),062-654-2757,,광주광역시,서구,서구청_착한가게
852,기타,JS퀴진요리학원,서구 죽봉대로 25(화정동),062-367-0222,,광주광역시,서구,서구청_착한가게
853,기타(사무소),봉황공인중개사사무소,서구 내방로318번길 6-1,,,광주광역시,서구,서구청_착한가게
854,음식점,㈜윤보푸드,서구 내방동 575번지 윤가네,062-382-7221,,광주광역시,서구,서구청_착한가게
855,음식점,소담정,서구 상무대로 1081번길 14. 1층,0501-135-6927,,광주광역시,서구,서구청_착한가게
856,소매업(안경),글라스온안경화정점,서구 염화로160번길 18,062-351-2003,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
857,소매업(방앗간),삼화방앗간,서구 화운로23번길 12-3,062-363-0032,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
858,음식점,정안식육식당,서구 화정로243번길 4,062-361-4985,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
859,기타(이미용),이니스프리,서구 화운로 94,062-361-9592,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
860,의료기관,화정종로온누리약국,서구 화정로248,062-368-8857,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
861,음식점(카페),미래로파리바게뜨,서구 화운로 23,062-362-8777,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
862,소매업(의류),화정속옷나라,서구 화정로 245,062-367-7931,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
863,음식점,호호만두,서구 화정동 1266,062-363-3827,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
864,음식점,술을부르는고깃집,서구 화운로23번길 8-8,062-352-9279,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
865,음식점,어부네코다리네맛집,서구 염화로160번길 13,062-363-5133,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
866,음식점,복희추어탕,서구 화운로 23번길 6,0507-1360-5808,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
867,소매업(반찬),다인김치,서구 화정로243번길 14,062-366-9067,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
868,소매업(반찬),맛나네반찬,서구 화정로 256-1,0507-1321-2557,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
869,음식점,미즈의숲,서구 군분로 139번길 15-24,0507-1361-5143,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
870,음식점,남도오리,서구 월드컵4강로 42번길 54,062-364-5292,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
871,마트,수마트,서구 화정로244번길 33,062-365-0202,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
872,음식점,투투,서구 월드컵4강로28번길 50-5,0507-1470-8016,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
873,음식점,보배반점화정점,서구 군분로179번길 2,0507-1488-8305,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
874,음식점(카페),바우커피,서구 화운로 96-5,062-351-5943,,광주광역시,서구,서구청_착한가게
875,의료기관,미래로21병원,서구 화운로 1,062-450-1000,,광주광역시,서구,서구청_착한가게
876,기타(종교단체),하나교회,서구 화운로33번길 11,062-362-1003,,광주광역시,서구,서구청_착한가게
877,음식점,비룡각,서구 염화로 151,062-375-0304,,광주광역시,서구,서구청_착한가게
878,기타(금융기관),화정새마을금고,서구 화정로222 골든타워 1층,062-363-3354,,광주광역시,서구,서구청_착한가게
879,기타(교육기관),예지어린이집,서구 월드컵4강로28번길 43-7,062-361-3722,,광주광역시,서구,서구청_착한가게
880,음식점,항아리아구찜,서구 월드컵4강로42번길 65,062-384-8008,,광주광역시,서구,서구청_착한가게
881,음식점,돼지세끼,서구 군분로147번길 14,062-366-0687,,광주광역시,서구,서구청_착한가게
882,기타(종교단체),광주팔복교회,서구 화운로23번길 7-37,062-362-4004,,광주광역시,서구,서구청_착한가게
883,기타(교육기관),화정어린이집,서구 염화로160번길 8,062-369-5573,,광주광역시,서구,서구청_착한가게
884,기타(교육기관),스위밍키즈화정점,"서구 화운로 94, 102호",062-362-5002,,광주광역시,서구,서구청_착한가게
885,음식점,신양자강,서구 염화로160번길 12,062-368-3646,,광주광역시,서구,서구청_착한가게
886,기타(금융기관),양동행복신협,서구 화정로 255,062-454-5513,,광주광역시,서구,서구청_착한가게
887,기타(인테리어),은하인테리어,서구 월드컵4강로28번길 38,062-372-8586,,광주광역시,서구,서구청_착한가게
888,음식점,뻘낙,서구 화운로23번길 7-2,062351-1192,,광주광역시,서구,서구청_착한가게
889,소매업(화훼),꽃뜨락플라워,서구 화정로 248,062-365-0771,,광주광역시,서구,서구청_착한가게
890,기타(교육기관),현대힐스어린이집,서구 화정로 211,062-382-1515,,광주광역시,서구,서구청_착한가게
891,기타(복지기관),부모사랑노인복지센터,서구 화운로 61-7,,,광주광역시,서구,서구청_착한가게
892,음식점,연탄길,서구 화운로23번길 12-1,062-369-3717,,광주광역시,서구,서구청_착한가게
893,기타(광고마케팅),(주)엔아이디,"서구 내방로241번길 5-5, 6층",,,광주광역시,서구,서구청_착한가게
894,음식점,고수라김밥화정점,서구 화정로 247,062-365-8249,,광주광역시,서구,서구청_착한가게
895,소매업(철물),나라만물(철물),서구 월드컵4강로 28번길 60,062-364-7476,,광주광역시,서구,서구청_착한가게
896,음식점,수연정,서구 염화로160번길 10,062-363-6364,,광주광역시,서구,서구청_착한가게
897,기타(복지용구),토마토의료기,서구 내방로 398번길 5,1661-4727,,광주광역시,서구,서구청_착한가게
898,음식점(카페),커피베이광주화정점,화운로23번길 4,062-361-1555,,광주광역시,서구,서구청_착한가게
899,기타(사우나),럭키온천,서구 화운로 104,062-366-4600,,광주광역시,서구,서구청_착한가게
900,기타(이미용),비-프로젝트,서구 화정로 244번길 23,0507-1403-0819,,광주광역시,서구,서구청_착한가게
901,마트,자연푸드,서구 화운로23번길 7-19,,,광주광역시,서구,서구청_착한가게
902,소매업(안경),1001안경콘택트,서구 상무대로 1068,062-369-1009,,광주광역시,서구,서구청_착한가게
903,음식점,술짝,서구 화운로 98,062-352-7555,,광주광역시,서구,서구청_착한가게
904,의료기관,화정미래로약국,서구 화운로 7,062-363-7566,,광주광역시,서구,서구청_착한가게
905,기타(골프),레노마골프,서구 상무대로 773,062-370-9224,,광주광역시,서구,서구청_착한가게
906,기타(광고마케팅),청솔광고기획,서구 금부로 95번길 20,062-382-0423,,광주광역시,서구,서구청_착한가게
907,중소기업,위드건축,서구 상무대로 1081번길 13-23,,,광주광역시,서구,서구청_착한가게
908,기타(컴퓨터),누리정보,서구 화정로 180번길 6,062-351-0131,,광주광역시,서구,서구청_착한가게
909,중소기업,안성약품(주),광산구 임방울대로825번길 60-18,062-682-8158,,광주광역시,서구,서구청_착한가게
910,중소기업,제이씨엔건설㈜,서구 백석길 12,,,광주광역시,서구,서구청_착한가게
911,음식점,다옴,서구 염화로160번길 12-1,062-363-7262,,광주광역시,서구,서구청_착한가게
912,기타(교육기관),해동검도염주검도관,서구 월드컵4강로 28번길 50-4,0507-1358-2315,,광주광역시,서구,서구청_착한가게
913,음식점,오빠통닭 운암점,북구 서암대로 30,062-522-5858,,광주광역시,서구,서구청_착한가게
914,마트,푸드마켓,서구 월드컵4강로 28길 50-4,062-365-5200,,광주광역시,서구,서구청_착한가게
915,음식점,무등소갈비,서구 군분로 147번길 19,062-362-9176,,광주광역시,서구,서구청_착한가게
916,기타(교육기관),점프스쿨음악줄넘기화정센터,서구 화운로 24,0507-1301-2505,,광주광역시,서구,서구청_착한가게
917,음식점(카페),에뜰담베이커리앤커피,"서구 화운로 94, 1층",062-368-7898,,광주광역시,서구,서구청_착한가게
918,음식점,금룡,서구 염화로 115,062-681-2500,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
919,음식점,선미국밥,서구 월드컵4강로 104번길 11-1,062-373-4636,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
920,음식점,오리궁뎅이,서구 월드컵4강로 40-1,062-375-5292,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
921,음식점,요요히 빛나는,서구 화정로 180번길 10,0507-1359-1410,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
922,음식점,정안식육식당,"서구 화정로243번길 4, 1층",062-361-4985,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
923,음식점,흥국식육식당,서구 화정로179번길10,,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
924,음식점(카페),브라우니과자점,서구 염화로 104,062-362-0000,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
925,기타(복지용구),토마토의료기,서구 내방로398번길 5,0507-1379-4747,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
926,음식점(카페),알리바바커피&도넛(화정점),서구 염화로 95,0507-1497-0394,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
927,음식점,동해맛집,서구 염화로104번길 6,,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
928,음식점,윤식당,서구 월드컵4강로 68번길 3,062-373-4536,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
929,기타(복지기관),광야재가노인복지센터,서구 염화로134번길 23,062-372-0091,,광주광역시,서구,서구청_착한가게
930,기타(부동산업),권병술부동산,서구 금화로 293,,,광주광역시,서구,서구청_착한가게
931,기타,기아자동차 광주시청지점,"서구 시청로 27, 104동 2301호",,,광주광역시,서구,서구청_착한가게
932,소매업(화훼),꾸리모아플라워,서구 월드컵4강로 58번길 19,,,광주광역시,서구,서구청_착한가게
933,기타(장례식장),남문장례식장,남구 서문대로499번길 26-15,062-675-5000,,광주광역시,서구,서구청_착한가게
934,의료기관,대정치과의원,"서구 월드컵4강로 24(화정동, 현대아파트) 상가2층",062-371-2888,,광주광역시,서구,서구청_착한가게
935,소매업(이미용),디바네일,서구 월드컵4강로 28번길 19-12,062-352-9112,,광주광역시,서구,서구청_착한가게
936,음식점,뜨돈,서구 월드컵4강로 68번길 6,062-371-7881,,광주광역시,서구,서구청_착한가게
937,음식점,봉강별곡,서구 화정로153번길 6,0507-1334-228,,광주광역시,서구,서구청_착한가게
938,기타(복지기관),사랑지역아동센터,서구 염화로104번길 6-1 1층,0507-1423-0748,,광주광역시,서구,서구청_착한가게
939,의료기관,소망하나로병원,서구 월드컵4강로110,062-600-1122,,광주광역시,서구,서구청_착한가게
940,음식점,승진이네 분식,서구 월드컵4강로116번길 5,062-372-7377,,광주광역시,서구,서구청_착한가게
941,음식점,신창평국밥,"남구 노대실로 33, 505-401(송화휴먼시아5단지)",,,광주광역시,서구,서구청_착한가게
942,기타,쌍쌍큐뮤직,서구 염화로 133번길 11,,,광주광역시,서구,서구청_착한가게
943,기타(복지기관),어르신을 부탁해,서구 염화로 118 1층,0507-1469-0128,,광주광역시,서구,서구청_착한가게
944,기타,에이에스약품,전남 목포시 남악1로 56,061-282-9670,,광주광역시,서구,서구청_착한가게
945,소매업(화훼),에코플라워랜드,서구 마륵벽진길134,0507-1402-3235,,광주광역시,서구,서구청_착한가게
946,기타(금융기관),염주새마을금고,서구 월드컵4강로 28번길 3-1,062-375-2208,,광주광역시,서구,서구청_착한가게
947,음식점,영암아리랑,서구 염화로65번길 4-4,062-383-1429,,광주광역시,서구,서구청_착한가게
948,음식점,예가,서구 염화로104번길 5,062-382-9394,,광주광역시,서구,서구청_착한가게
949,음식점,웅이네 팥죽,서구 월드컵4강로 68번길 5-1,062-382-4725,,광주광역시,서구,서구청_착한가게
950,기타(복지용구),임마누엘의료기,서구 화개중앙로4번길 11,062-522-7030,,광주광역시,서구,서구청_착한가게
951,소매업(화훼),잎새플라워,서구 염화로 124,0507-1333-8537,,광주광역시,서구,서구청_착한가게
952,마트,자연숲(염주점),"서구 월드컵4강로 28번길 30, 1층",062-375-4558,,광주광역시,서구,서구청_착한가게
953,기타,정우경로당,서구 염화로 103번길 9,,,광주광역시,서구,서구청_착한가게
954,중소기업,제이제이그룹,서구 상무공원로 10,,,광주광역시,서구,서구청_착한가게
955,중소기업,㈜미공,서구 쌍촌로57 3층,,,광주광역시,서구,서구청_착한가게
956,중소기업,㈜유성조경,서구 매월2로53 17-214,,,광주광역시,서구,서구청_착한가게
957,음식점,진미국밥,서구 월드컵4강로116번길1,062-373-7298,,광주광역시,서구,서구청_착한가게
958,기타(광고마케팅),청솔광고기획,서구 금부로 95번길 20(쌍촌동),062-382-0423,,광주광역시,서구,서구청_착한가게
959,중소기업,케이아이에코시스템㈜,서구 상일로24번길 17,0507-1362-9194,,광주광역시,서구,서구청_착한가게
960,기타(교육기관),큰별유치원,서구 염화로104번길 25,062-373-1113,,광주광역시,서구,서구청_착한가게
961,기타(협동조합),함께돌봄공동체사회적협동조합,서구 염화로118,062-371-0076,,광주광역시,서구,서구청_착한가게
962,의료기관,행복가정의학과,서구 월드컵4강로 30 2층,062-383-6669,,광주광역시,서구,서구청_착한가게
963,기타,행복경로당,서구 화정로 161번길 13,,,광주광역시,서구,서구청_착한가게
964,음식점,화정만두,서구 화정로180번길 1,,,광주광역시,서구,서구청_착한가게
965,소매업(화훼),007플라워,광산구 목련로 346,062-959-0079,,광주광역시,서구,서구청_착한가게
966,음식점,60계치킨 광주하남점,"광산구 사암로383번길 39 116호, 117호",062-951-6066,,광주광역시,서구,서구청_착한가게
967,마트,㈜온마켓,염화로27,062-382-3651,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
968,음식점,피자스쿨 광주염주점,광주 서구 염화로 71,062-383-6006,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
969,음식점(카페),상콤씨청과,"서구 염화로59, 모아타워아파트상가",062-375-0888,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
970,음식점,김밥나라 염주포스코점,서구 월드컵4강로 27,062-383-5020,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
971,음식점,네모랑 빵이랑,광주 서구 월드컵4강로 85 1층,0507-1369-8517,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
972,소매업(이미용),네이처컬렉션 염주화정점,서구 월드컵4강로 75,0507-1405-6403,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
973,음식점,아따어찌인자오셨소,서구 염화로83번길8,062-373-4839,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
974,음식점(카페),파리바게트 염주점,서구 염화로 83 84,062-382-8280,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
975,음식점(카페),텐퍼센트광주염주더샵점,서구 월드컵4강로27,0507-0284-4843,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
976,음식점(카페),봉봉커피,서구 염화로65번길 4-10 1층,0507-1480-9022,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
977,음식점,전통순대국밥,서구 월드컵4강로 38,062-372-1047,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
978,음식점,숯불구이3.3,서구 월드컵4강로 71번길 6,062-654-9209,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
979,음식점,태극반점,서구 염화로83번길 4-13 1층 태극반점,0507-1346-4190,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
980,음식점,바람난오돌뼈,서구화정로 138번길 22,0507-1448-3382,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
981,소매업(축산),우리들축산,월드컵4강로 27 110동 1층,062-371-6777,착한쿠폰 사용가능,광주광역시,서구,서구청_착한가게
982,음식점,인생차돌,서구 염화로65번길 4-31 1층,0507-1334-3835,,광주광역시,서구,서구청_착한가게
983,기타(사무소),김병환세무사무소,서구 화정로138번길4,062-376-6055,,광주광역시,서구,서구청_착한가게
984,음식점,낙장불입,서구 화정로138번길20,062-376-3351,,광주광역시,서구,서구청_착한가게
985,음식점,노다지추어탕,서구 염화로 65번길6,062-681-5258,,광주광역시,서구,서구청_착한가게
986,의료기관,녹십자약국,"서구 월드컵4강로65, 1층 101호",062-374-2929,,광주광역시,서구,서구청_착한가게
987,중소기업,대열기업,서구 화정로138번길28-14,062-383-5881,,광주광역시,서구,서구청_착한가게
988,기타(교육기관),더샵염주센트럴어린이집,"서구 월드컵4강로27, 더샵염주센트럴파크",062-372-7321,,광주광역시,서구,서구청_착한가게
989,음식점,돈앤덕,서구 월드컵4강로71번길 3,062-384-5788,,광주광역시,서구,서구청_착한가게
990,음식점,밀러타임,서구 염화로83번길 6 1층,062-382-1103,,광주광역시,서구,서구청_착한가게
991,음식점,박가네들깨랑팥이랑,서구 염화로 83번길 9,062-374-5552,,광주광역시,서구,서구청_착한가게
992,기타(교육기관),서구중앙어린이집,서구 화정로 138번길 4-8,062-375-2191,,광주광역시,서구,서구청_착한가게
993,기타(편의점),CU염주포스코점,"서구 월드컵4강로27, 119호",,,광주광역시,서구,서구청_착한가게
994,음식점,염주골식육식당,서구 화정로 138번길 33,062-374-7892,,광주광역시,서구,서구청_착한가게
995,음식점,염주골한우식육점,서구 염화로67,062-369-2952,,광주광역시,서구,서구청_착한가게
996,음식점(카페),이디야커피 염주포스코점,"서구 월드컵4강로27, 지하1층",062-376-2476,,광주광역시,서구,서구청_착한가게
997,의료기관,육일약국,"서구 염화로 89, 1층 (화정동)",062-371-0061,,광주광역시,서구,서구청_착한가게
998,의료기관,이내과,"서구 월드컵4강로65, 3층 301호",062-383-7796,,광주광역시,서구,서구청_착한가게
999,음식점,장풍화로,서구 월드컵4강로71번길 11 1층,062-385-6868,,광주광역시,서구,서구청_착한가게
1000,기타,정빌딩,서구 염화로87,,,광주광역시,서구,서구청_착한가게
1001,의료기관,친절한약국,"서구 화정로126, 1층",062-385-2972,,광주광역시,서구,서구청_착한가게
1002,소매업(방앗간),태평떡집,서구 염화로 71-1,062-373-0033,,광주광역시,서구,서구청_착한가게
1003,기타(헤어샵),김희경 헤어터치,"서구 염화로 73, 2층",062-374-3345,,광주광역시,서구,서구청_착한가게
1004,음식점,영암아리랑,서구 화정동 919-12,062-383-1429,,광주광역시,서구,서구청_착한가게
1005,음식점,대패싸롱,서구 염화로83번길 4-7 1층,0507-1369-4225,,광주광역시,서구,서구청_착한가게
1006,의료기관,서울삼성내과의원,"서구 염화로89, 3층",062-413-8119,,광주광역시,서구,서구청_착한가게
1007,음식점,통통배,서구 월드컵4강로71번길 4,062-375-0083,,광주광역시,서구,서구청_착한가게
1008,음식점,원조통골집,서구 염화로65번길 4-27 1층,062-710-0429,,광주광역시,서구,서구청_착한가게
1009,음식점,명성가,화정동922-2,0507-1373-4215,,광주광역시,서구,서구청_착한가게
1010,기타(교육기관),아동놀이연구소 플레이랩 광주화정점,"월드컵4강로112, 5층",0507-1356-1670,,광주광역시,서구,서구청_착한가게
1011,음식점,우성식육식당,광주 서구 월드컵4강로 11 우성1차 아파트 지하상가 우성식육식당,0507-1351-7049,,광주광역시,서구,서구청_착한가게
1012,소매업(수산),해림수산,광주서구 화정로 138번길 26,062-375-9040,,광주광역시,서구,서구청_착한가게
1013,음식점,사랑채,"서구 화정로 138번길 45-17, 1층",062-382-7009,,광주광역시,서구,서구청_착한가게
1014,음식점,다담골 면옥,광주 서구 금화로 243 1층,0507-1373-1314,,광주광역시,서구,서구청_착한가게
1015,기타(귀금속),황금당,광주 서구 화정로 129,062-385-1233,,광주광역시,서구,서구청_착한가게
1016,소매업(반찬),풍성한 반찬,"광주 서구 염화로 59 상가104동105호(화정동,모아타워)",062-371-2614,,광주광역시,서구,서구청_착한가게
